Education,Marital Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount Purchases,Web,Catalog,Store,NumWebVisitsMonth,Age,Children,total_spend,total_promo,Parental_status,Days_as_Customer,cluster
4,1,78952.0,11,1170,19,556,99.0,76,126.5,2,2,5,12,6,67,1,2092.0,0,1,4664.0,0
2,0,46310.0,99,185,2,88,15.0,5,14.0,2,6,1,5,8,49,1,309.0,0,1,4594.0,2
2,1,76005.0,72,983,20,389,120.5,50,40.0,1,3,5,13,6,70,0,1722.0,1,0,4513.0,0
3,0,58308.0,77,691,0,69,10.0,0,126.5,4,2,6,3,8,61,1,900.0,0,1,4554.0,2
4,0,55614.0,85,504,13,131,8.0,0,26.0,1,9,4,6,7,81,0,682.0,1,0,4235.0,2
3,0,59432.0,88,317,25,265,25.0,19,12.0,3,5,3,11,5,63,1,663.0,0,1,4463.0,2
2,0,55563.0,22,29,1,9,2.0,0,2.0,1,2,0,3,3,47,1,43.0,0,1,4106.0,1
4,1,78642.0,83,1225,0,322,46.0,35,17.0,1,4,9,4,6,54,1,1816.0,0,1,4455.0,2
4,1,67911.0,63,529,0,356,63.0,28,0.0,3,6,7,11,3,76,1,976.0,0,1,4059.0,2
2,1,65275.0,9,388,14,218,91.0,14,21.0,1,4,3,13,2,81,0,746.0,0,0,4473.0,0
2,1,27203.0,92,13,2,21,4.0,0,24.0,2,1,1,2,8,75,2,64.0,0,1,4713.0,1
3,1,48330.0,2,28,0,4,0.0,0,0.0,1,1,0,3,5,64,1,32.0,0,1,4247.0,1
0,1,24279.0,6,16,36,21,20.0,62,108.0,1,4,1,3,8,35,0,263.0,0,0,4568.0,1
4,1,64355.0,66,1047,0,140,67.0,38,126.5,2,4,3,12,8,40,1,1445.0,0,1,4695.0,2
3,1,50943.0,49,31,0,7,2.0,0,6.0,1,1,0,3,5,69,1,46.0,0,1,4394.0,1
2,0,53653.0,29,815,10,239,28.0,10,108.0,2,10,4,12,6,72,0,1210.0,0,0,4620.0,0
2,1,65665.0,77,225,81,387,106.0,36,29.0,1,5,10,8,3,49,1,945.0,0,1,4230.0,0
2,0,81217.0,77,493,70,324,120.5,40,84.0,1,3,7,11,1,36,0,1157.0,0,0,4366.0,0
2,1,34935.0,71,34,4,66,3.0,10,20.0,1,2,1,4,7,33,0,137.0,0,0,4394.0,1
2,0,61250.0,49,382,81,65,60.0,26,59.0,6,5,2,12,5,66,1,730.0,0,1,4581.0,2
4,1,39665.0,97,127,1,56,0.0,1,31.0,3,4,2,3,7,44,1,216.0,1,1,4421.0,1
2,0,60152.0,6,325,81,300,86.0,58,91.0,1,6,4,12,3,46,1,943.0,0,1,4479.0,0
2,1,48920.0,93,238,17,68,8.0,10,6.0,3,6,2,5,7,61,2,347.0,1,1,4273.0,2
3,1,89120.0,78,1168,81,408,72.0,81,55.0,1,5,6,7,1,66,0,1924.0,1,0,4125.0,0
4,1,44124.0,62,284,0,55,0.0,6,52.0,4,6,2,5,8,79,1,397.0,0,1,4435.0,2
3,0,81169.0,47,1225,20,556,80.0,61,27.0,1,5,7,9,2,50,0,2089.0,0,0,4462.0,0
2,1,36443.0,9,65,0,46,4.0,3,20.0,4,3,1,3,8,64,2,138.0,0,1,4532.0,1
2,0,26095.0,77,11,7,9,3.0,1,11.0,1,1,0,3,7,35,1,42.0,0,1,4385.0,1
2,1,71367.0,24,227,23,389,42.0,21,75.0,1,4,5,7,2,66,0,777.0,0,0,4331.0,0
3,1,80184.0,19,1035,81,556,25.0,38,0.0,1,6,3,10,3,81,0,1902.0,2,0,4141.0,0
2,0,30630.0,67,27,1,12,2.0,0,10.0,2,2,0,3,7,60,2,52.0,0,1,4174.0,1
3,0,73454.0,95,982,73,351,56.0,14,126.5,1,2,4,6,5,38,0,1651.0,1,0,4141.0,0
2,1,42691.0,48,179,2,64,38.0,17,58.0,1,5,1,6,5,34,0,358.0,0,0,4338.0,0
2,1,70503.0,73,1225,33,216,0.0,33,66.0,1,2,4,9,6,72,0,1727.0,2,0,4658.0,0
2,1,25545.0,35,32,1,64,16.0,12,85.0,3,2,2,3,6,38,1,210.0,0,1,4680.0,1
2,1,32880.0,76,8,4,15,7.0,6,2.0,1,1,0,3,8,39,1,42.0,0,1,4593.0,1
4,1,77863.0,20,881,38,319,16.0,25,12.0,1,4,5,10,2,67,0,1291.0,0,0,4235.0,0
3,1,50353.0,72,141,15,153,67.0,31,35.0,1,4,4,6,3,48,0,442.0,0,0,4042.0,0
2,0,61839.0,20,1000,81,379,120.5,17,120.0,1,4,8,4,8,61,0,1895.0,0,0,4707.0,0
4,1,49154.0,69,206,10,67,30.0,27,71.0,6,4,1,8,6,65,2,411.0,0,1,4259.0,2
1,0,47682.0,80,162,61,83,97.0,57,61.0,4,4,3,8,5,50,1,521.0,0,1,4520.0,2
2,0,72679.0,65,619,54,260,120.5,54,54.0,1,4,7,5,1,56,1,1168.0,0,1,4305.0,0
3,1,57954.0,52,456,4,24,0.0,0,9.0,7,8,2,6,7,48,2,493.0,1,1,4032.0,2
2,1,65316.0,65,112,6,92,3.0,9,38.0,2,3,2,5,4,63,2,260.0,0,1,4452.0,2
2,0,28567.0,57,11,3,22,2.0,2,6.0,2,2,0,3,6,43,1,46.0,0,1,4398.0,1
3,1,47352.0,70,172,12,112,8.0,0,15.0,4,6,1,5,7,74,1,319.0,0,1,4465.0,2
2,1,44931.0,0,78,0,11,0.0,0,7.0,1,2,1,3,5,58,1,96.0,0,1,4183.0,1
2,0,76982.0,19,464,81,292,65.0,60,30.0,1,8,3,4,4,58,0,1062.0,1,0,4155.0,0
1,1,57247.0,50,99,4,32,37.0,54,6.0,2,2,1,7,2,73,1,232.0,0,1,4346.0,2
3,0,22944.0,67,19,3,19,4.0,5,26.0,3,3,0,3,7,44,1,76.0,0,1,4209.0,1
1,1,25315.0,46,1,9,8,11.0,3,22.0,3,3,0,3,8,48,1,54.0,0,1,4255.0,1
2,0,43638.0,37,63,10,83,7.0,19,19.0,2,4,1,4,7,56,1,201.0,0,1,4713.0,2
4,0,42710.0,38,252,3,42,4.0,3,102.0,2,4,5,3,6,41,1,406.0,0,1,4599.0,2
4,1,84169.0,9,1225,19,403,0.0,19,0.0,1,7,6,6,3,43,0,1919.0,2,0,4347.0,0
2,1,54058.0,56,198,18,252,32.0,81,54.0,2,4,6,8,3,49,1,662.0,0,1,4411.0,2
1,1,24683.0,98,8,4,10,6.0,7,6.0,2,2,0,4,5,35,1,41.0,0,1,4134.0,1
2,0,85620.0,68,416,46,556,60.0,81,46.0,1,3,6,4,1,61,0,1600.0,0,0,4194.0,0
2,1,47850.0,72,42,7,43,20.0,12,10.0,1,3,0,4,6,45,1,134.0,0,1,4229.0,1
2,1,19514.0,47,14,3,21,2.0,1,28.0,4,3,1,2,8,57,2,69.0,1,1,4175.0,1
3,1,27159.0,33,17,0,3,0.0,0,1.0,2,1,0,3,6,52,2,21.0,0,1,4113.0,1
1,0,39548.0,87,15,4,10,3.0,4,18.0,2,1,1,3,3,62,2,54.0,0,1,4111.0,1
2,0,21474.0,0,6,16,24,11.0,0,34.0,2,3,1,2,7,36,1,91.0,1,1,4103.0,1
4,0,60504.0,73,458,0,24,6.0,4,34.0,2,6,2,8,6,54,1,526.0,0,1,4163.0,2
2,1,22419.0,74,30,3,47,19.0,21,42.0,1,3,2,2,8,62,0,162.0,0,0,4458.0,1
3,1,81698.0,4,179,28,520,111.0,81,47.0,1,3,8,13,1,76,0,1008.0,0,0,4256.0,0
2,1,43462.0,50,90,17,97,15.0,6,15.0,6,4,1,5,8,73,2,240.0,0,1,4676.0,2
4,0,54880.0,57,308,81,137,102.0,45,118.0,2,6,2,11,5,47,1,795.0,0,1,4506.0,2
2,1,79908.0,30,557,81,556,29.0,81,111.0,1,5,6,7,2,43,0,1772.0,1,0,4471.0,0
1,1,15315.0,27,7,4,13,15.0,8,17.0,2,2,0,4,5,55,0,64.0,0,0,4351.0,1
2,1,87771.0,61,1225,38,287,50.0,57,33.0,1,5,10,4,6,66,1,1957.0,4,1,4424.0,0
2,1,33039.0,4,30,8,12,8.0,8,12.0,1,2,0,4,5,47,1,78.0,0,1,4314.0,1
2,0,81741.0,75,249,81,556,58.0,81,38.0,0,6,6,7,2,45,0,1572.0,0,0,4399.0,0
3,1,71499.0,12,465,25,132,120.5,0,37.0,2,8,3,13,4,54,1,795.0,0,1,4390.0,2
1,1,62466.0,13,129,81,259,120.5,81,83.0,5,6,3,12,4,55,1,889.0,0,1,4186.0,2
4,0,48799.0,9,174,18,81,28.0,6,24.0,3,3,2,7,3,62,1,331.0,0,1,4257.0,2
4,1,52157.0,48,189,2,29,3.0,2,40.0,2,3,2,5,4,75,1,265.0,0,1,4043.0,1
2,0,66565.0,80,747,10,161,65.0,40,42.0,4,4,2,9,8,63,1,1065.0,0,1,4592.0,2
3,1,29298.0,60,6,0,2,2.0,0,1.0,1,1,0,2,5,74,2,11.0,0,1,4316.0,1
2,0,47691.0,43,14,0,3,0.0,0,4.0,1,1,0,2,6,46,1,21.0,0,1,4380.0,1
2,1,38200.0,19,12,0,4,0.0,0,1.0,1,1,0,2,7,55,2,17.0,0,1,4590.0,1
2,1,44989.0,26,98,0,106,49.0,10,106.0,5,5,1,5,6,51,1,369.0,0,1,4676.0,2
4,1,38443.0,58,32,0,5,0.0,0,1.0,2,1,0,3,7,57,2,38.0,0,1,4174.0,1
1,0,38593.0,42,51,12,49,17.0,24,24.0,3,4,1,3,8,47,1,177.0,0,1,4310.0,1
4,1,64413.0,27,200,5,44,0.0,10,20.0,1,5,1,5,5,55,1,279.0,0,1,4353.0,2
3,1,36959.0,56,25,6,25,6.0,0,0.0,2,2,0,3,8,44,1,62.0,0,1,4291.0,1
4,1,61996.0,27,1050,12,144,0.0,0,24.0,3,6,4,8,5,48,1,1230.0,3,1,4535.0,2
2,1,51287.0,10,117,0,22,13.0,0,30.0,3,4,1,3,7,57,2,182.0,0,1,4110.0,1
2,1,13260.0,48,9,4,17,10.0,2,7.0,4,3,0,3,8,55,2,49.0,0,1,4331.0,1
4,1,47472.0,39,56,0,11,0.0,0,8.0,2,2,0,4,5,59,2,75.0,0,1,4307.0,1
3,1,54603.0,85,145,13,46,17.0,2,4.0,6,4,2,4,7,69,2,227.0,0,1,4376.0,2
4,1,45207.0,64,203,0,10,0.0,0,2.0,5,3,1,6,6,51,2,215.0,1,1,4617.0,1
2,1,40689.0,69,270,3,27,39.0,6,99.0,7,7,1,5,8,74,1,444.0,0,1,4489.0,2
1,1,47821.0,54,9,0,16,6.0,6,10.0,1,1,0,3,8,58,2,47.0,0,1,4273.0,1
3,1,27450.0,57,37,12,23,8.0,11,52.0,1,2,1,3,7,74,0,143.0,0,0,4461.0,1
2,1,39453.0,64,46,0,7,0.0,0,2.0,2,2,0,3,6,42,1,55.0,0,1,4108.0,1
1,1,26850.0,10,31,1,13,7.0,2,9.0,4,2,1,4,4,54,2,63.0,0,1,4093.0,1
2,0,79800.0,65,1060,21,530,32.0,0,126.5,1,5,11,5,3,70,0,1867.0,3,0,4665.0,0
3,1,61794.0,74,264,47,188,54.0,47,11.0,2,4,4,10,2,64,1,611.0,0,1,4309.0,2
2,1,53863.0,4,399,4,30,6.0,4,30.0,3,7,1,7,7,70,1,473.0,1,1,4064.0,2
2,1,24221.0,94,8,9,9,2.0,5,22.0,1,1,1,3,4,66,0,55.0,0,0,4334.0,1
4,0,39684.0,41,19,0,35,6.0,4,17.0,2,2,1,2,7,41,1,81.0,0,1,4646.0,1
3,1,92163.0,25,817,81,556,106.0,81,20.0,0,5,11,5,2,50,0,2086.0,2,0,4585.0,0
3,0,69882.0,94,292,81,556,120.5,81,126.5,1,3,7,9,1,60,0,1478.0,0,0,4252.0,0
2,1,33178.0,9,12,6,2,11.0,2,16.0,1,1,0,3,4,48,1,49.0,0,1,4171.0,1
4,1,59973.0,47,130,30,168,20.0,34,0.0,1,3,4,7,1,53,0,382.0,0,0,4312.0,0
3,1,17459.0,12,6,4,16,3.0,10,30.0,3,3,1,2,7,50,1,69.0,0,1,4304.0,1
2,0,23910.0,80,16,12,18,7.0,1,13.0,1,2,0,3,7,56,1,67.0,0,1,4632.0,1
3,1,42169.0,20,19,0,9,0.0,0,2.0,2,1,0,3,8,56,2,30.0,0,1,4274.0,1
1,1,26224.0,39,4,7,15,13.0,9,15.0,3,2,1,3,6,47,1,63.0,0,1,4411.0,1
2,1,31089.0,57,31,3,31,2.0,8,4.0,3,3,0,4,8,44,1,79.0,0,1,4702.0,1
2,0,30081.0,27,36,0,2,0.0,0,4.0,1,1,0,3,7,64,1,42.0,0,1,4514.0,1
2,1,62807.0,83,526,28,135,10.0,21,99.0,3,5,3,12,5,65,1,819.0,0,1,4688.0,2
2,0,72906.0,79,400,32,519,71.0,75,54.0,1,3,4,9,1,70,0,1151.0,0,0,4306.0,0
4,1,61467.0,69,410,16,114,0.0,5,49.0,3,5,2,10,5,77,2,594.0,0,1,4588.0,2
3,1,49618.0,77,80,3,26,4.0,2,14.0,4,3,1,3,7,59,2,129.0,0,1,4540.0,1
3,0,21888.0,15,88,10,46,2.0,3,64.0,4,5,1,2,10,39,1,213.0,0,1,4568.0,1
2,0,42429.0,99,55,0,6,2.0,0,4.0,2,1,1,3,5,52,1,67.0,0,1,4159.0,1
2,0,26150.0,61,5,1,13,3.0,5,1.0,1,1,0,3,7,69,3,28.0,0,1,4496.0,1
0,1,30801.0,23,8,4,5,15.0,2,11.0,2,1,0,3,7,50,1,45.0,0,1,4632.0,1
2,1,81168.0,84,410,0,556,120.5,22,22.0,1,6,4,7,3,60,0,1193.0,1,0,4074.0,0
3,0,26877.0,74,101,13,76,20.0,18,40.0,2,3,1,6,6,56,0,268.0,0,0,4335.0,2
3,0,45006.0,90,162,25,53,16.0,0,10.0,1,3,1,7,3,81,0,266.0,0,0,4367.0,2
0,1,18978.0,41,2,8,1,4.0,7,15.0,1,1,0,3,8,52,1,37.0,0,1,4586.0,1
2,1,22574.0,28,25,0,8,2.0,0,2.0,2,2,0,3,7,58,3,37.0,0,1,4265.0,1
4,0,48240.0,73,389,81,248,64.0,49,41.0,3,6,3,13,5,56,0,882.0,0,0,4618.0,0
2,1,45837.0,88,215,13,87,17.0,17,24.0,5,6,2,5,7,51,2,373.0,0,1,4359.0,2
3,0,35791.0,94,27,0,5,0.0,0,3.0,2,1,0,3,8,60,3,35.0,0,1,4440.0,1
4,1,117416.25,31,85,1,16,2.0,1,2.0,0,0,0,1,1,49,2,107.0,0,1,4412.0,1
2,0,54162.0,31,5,6,10,6.0,5,10.0,1,1,0,3,4,47,2,42.0,0,1,4489.0,1
3,1,30522.0,6,179,8,83,19.0,11,26.0,5,1,2,9,2,65,1,326.0,0,1,4702.0,2
4,1,54456.0,23,352,0,27,10.0,0,15.0,3,6,1,7,6,64,1,404.0,0,1,4374.0,2
2,0,31632.0,92,17,8,12,11.0,15,32.0,1,2,1,2,7,54,0,95.0,0,0,4371.0,1
2,0,72298.0,52,625,35,169,58.0,17,35.0,1,4,3,6,1,76,0,939.0,2,0,4132.0,0
1,0,36975.0,50,10,6,11,0.0,4,2.0,1,1,0,3,7,47,1,33.0,0,1,4204.0,1
1,1,72635.0,54,390,22,323,104.0,35,107.0,1,6,8,6,3,70,0,981.0,1,0,4412.0,0
2,1,13624.0,93,10,2,15,2.0,1,6.0,2,2,0,3,6,49,1,36.0,0,1,4546.0,1
2,0,84196.0,56,215,63,507,120.5,31,126.5,1,8,4,7,3,50,1,1237.0,0,1,4412.0,0
2,1,70971.0,28,1001,17,556,93.0,81,17.0,7,11,11,5,7,65,1,1825.0,0,1,4667.0,2
4,0,34487.0,94,19,18,33,24.0,1,8.0,3,3,0,3,9,48,2,103.0,0,1,4682.0,1
2,0,28769.0,76,41,5,129,10.0,3,3.0,3,4,1,4,9,48,1,191.0,0,1,4579.0,1
4,1,69084.0,43,1181,81,199,39.0,30,30.0,2,7,3,13,8,55,1,1586.0,0,1,4243.0,2
4,1,65488.0,46,603,45,207,36.0,18,54.0,1,3,4,6,1,67,0,963.0,0,0,4037.0,0
1,1,62466.0,13,129,81,259,120.5,81,83.0,5,6,3,12,4,55,1,889.0,0,1,4186.0,2
1,0,32218.0,27,10,24,15,13.0,1,30.0,1,2,1,3,7,65,0,93.0,1,0,4155.0,1
2,0,83917.0,12,514,22,556,42.0,81,79.0,1,6,7,7,3,52,0,1587.0,0,0,4458.0,0
2,0,46102.0,3,14,0,1,0.0,0,1.0,1,1,0,2,7,63,3,16.0,0,1,4132.0,1
2,0,84574.0,72,387,20,556,38.0,54,126.5,1,9,11,11,5,73,0,1375.0,0,0,4411.0,0
2,1,56181.0,6,121,81,69,8.0,44,48.0,1,4,2,7,4,63,1,393.0,0,1,4558.0,2
3,0,63120.0,53,965,69,279,54.0,41,69.0,5,8,4,9,7,75,1,1477.0,0,1,4660.0,2
2,1,73691.0,58,707,21,250,85.0,43,73.0,2,6,2,8,2,54,1,1179.0,1,1,4256.0,0
2,1,63381.0,78,571,50,142,33.0,50,126.5,4,4,5,13,2,65,1,1005.0,0,1,4653.0,2
4,1,76140.0,57,586,66,556,17.0,0,26.0,1,5,9,6,2,77,0,1348.0,0,0,4068.0,0
4,0,62859.0,37,1063,81,102,16.0,12,25.0,4,9,4,6,6,66,1,1307.0,0,1,4567.0,2
2,0,45906.0,20,305,3,27,4.0,3,126.5,2,5,4,4,5,61,1,486.0,1,1,4439.0,2
3,1,77632.0,73,1200,81,556,0.0,42,126.5,1,4,2,6,2,78,0,2252.0,2,0,4497.0,0
4,1,46463.0,56,163,2,40,8.0,11,11.0,7,3,1,6,6,54,2,235.0,0,1,4336.0,2
2,1,105471.0,36,1009,81,104,120.5,21,126.5,0,9,8,13,3,55,0,1724.0,2,0,4545.0,0
3,0,55282.0,9,125,6,73,8.0,4,19.0,1,3,1,6,4,55,1,235.0,0,1,4219.0,1
3,1,78710.0,42,721,0,152,119.0,50,50.0,3,7,6,12,4,48,1,1092.0,0,1,4058.0,2
2,1,66886.0,28,315,4,62,41.0,31,126.5,2,7,1,7,5,67,1,599.0,0,1,4307.0,2
3,0,98777.0,23,1000,19,556,120.5,81,38.0,0,4,6,9,1,65,0,2008.0,1,0,4153.0,0
2,1,29103.0,38,16,0,17,6.0,3,6.0,2,1,0,3,9,40,1,48.0,0,1,4692.0,1
2,1,67445.0,63,757,80,217,29.0,80,11.0,5,9,6,12,6,51,1,1174.0,0,1,4707.0,2
4,1,50616.0,71,30,2,25,0.0,1,9.0,1,1,1,4,2,75,1,67.0,0,1,4098.0,1
2,0,49431.0,9,219,3,100,26.0,0,17.0,2,7,1,5,8,70,1,365.0,0,1,4716.0,2
2,0,117416.25,81,1,1,1,1.0,1,1.0,0,0,0,0,0,50,0,6.0,0,0,4163.0,1
2,1,61278.0,87,111,3,28,2.0,6,15.0,2,3,1,4,6,72,1,165.0,0,1,4197.0,1
1,1,26490.0,92,45,47,52,21.0,20,25.0,2,3,1,5,6,67,0,210.0,0,0,4666.0,2
4,1,73059.0,36,410,81,420,0.0,81,71.0,1,9,3,13,4,78,1,1095.0,0,1,4323.0,2
4,0,46734.0,86,100,1,39,6.0,1,76.0,4,3,2,3,6,59,3,223.0,1,1,4272.0,2
2,1,56253.0,83,509,0,65,7.0,11,5.0,4,7,2,9,6,62,1,597.0,0,1,4590.0,2
2,1,19986.0,74,3,6,5,0.0,2,6.0,1,0,0,3,7,40,1,22.0,0,1,4248.0,1
2,0,58330.0,87,445,53,213,104.0,81,126.5,1,6,4,13,4,50,1,1064.0,0,1,4207.0,0
0,1,25965.0,29,2,2,11,41.0,7,11.0,1,2,0,3,8,45,0,74.0,0,0,4681.0,1
3,1,14661.0,88,4,1,11,6.0,2,2.0,1,1,0,3,6,69,0,26.0,0,0,4565.0,1
2,1,18690.0,77,6,1,7,23.0,4,19.0,1,1,1,2,8,66,0,60.0,0,0,4569.0,1
4,1,45068.0,25,14,0,3,0.0,0,3.0,1,1,0,2,7,51,1,20.0,0,1,4430.0,1
0,0,21063.0,34,1,10,11,19.0,3,15.0,2,2,0,3,6,38,1,59.0,0,1,4298.0,1
4,1,29187.0,43,26,0,6,0.0,0,2.0,1,1,0,3,8,57,1,34.0,0,1,4437.0,1
1,1,54690.0,76,111,16,37,7.0,9,18.0,3,3,1,5,3,54,2,198.0,0,1,4255.0,1
4,1,59304.0,81,418,61,428,80.0,51,10.0,3,7,8,10,5,61,1,1048.0,0,1,4356.0,2
3,0,59247.0,87,327,9,122,19.0,14,83.0,5,5,2,9,6,63,2,574.0,0,1,4254.0,2
2,0,66731.0,33,371,81,194,58.0,81,126.5,4,4,3,6,3,55,1,1029.0,0,1,4676.0,2
2,1,77353.0,38,275,59,107,69.0,81,59.0,2,6,4,8,4,45,1,670.0,0,1,4216.0,0
4,0,52614.0,63,789,0,142,12.0,9,38.0,2,2,4,8,8,50,1,990.0,0,1,4596.0,2
2,1,26751.0,26,1,1,5,0.0,3,1.0,1,1,0,2,8,51,2,11.0,0,1,4059.0,1
4,1,81300.0,17,1004,12,145,32.0,12,36.0,3,10,3,5,5,62,1,1241.0,1,1,4628.0,2
2,0,70337.0,75,187,81,149,25.0,43,91.0,1,2,2,12,1,46,0,576.0,0,0,4199.0,0
1,1,36145.0,13,56,4,76,17.0,1,18.0,4,4,1,3,9,40,1,172.0,1,1,4399.0,1
4,0,65295.0,19,365,32,117,34.0,81,6.0,1,3,3,13,2,45,0,664.0,0,0,4209.0,0
2,0,68118.0,51,595,23,123,10.0,23,126.5,2,8,9,4,6,62,1,928.0,0,1,4275.0,2
2,0,68743.0,81,1132,81,384,120.5,81,115.0,1,11,5,13,7,58,0,2074.0,0,0,4689.0,0
1,1,41039.0,32,34,11,137,120.5,61,45.0,1,8,1,5,8,43,0,467.0,0,0,4360.0,0
2,1,38946.0,84,116,6,82,6.0,6,41.0,2,3,1,6,5,70,1,257.0,0,1,4269.0,2
2,1,65777.0,87,565,32,435,28.0,32,54.0,1,2,8,6,1,58,0,1146.0,0,0,4213.0,0
4,0,66476.0,99,372,18,126,47.0,48,78.0,2,5,2,11,4,49,1,689.0,0,1,4500.0,2
4,0,86857.0,96,899,81,556,120.5,81,40.0,1,5,6,10,2,53,0,2114.0,0,0,4676.0,0
4,1,117416.25,21,55,16,556,17.0,3,4.0,15,0,28,1,0,43,0,1717.0,0,0,4715.0,0
4,1,77845.0,40,760,40,480,0.0,40,26.0,1,3,5,12,1,36,0,1346.0,2,0,4065.0,0
4,1,69476.0,3,260,81,556,63.0,9,67.0,1,4,6,4,2,56,0,1044.0,0,0,4293.0,0
4,0,50611.0,98,459,0,24,6.0,0,4.0,6,4,5,7,6,65,1,493.0,1,1,4654.0,2
2,0,61209.0,73,466,0,224,119.0,49,99.0,1,5,3,4,2,55,0,957.0,0,0,4329.0,0
3,1,42315.0,90,67,15,80,17.0,11,80.0,3,1,4,4,3,67,1,270.0,0,1,4373.0,2
0,1,13084.0,29,2,0,7,3.0,7,10.0,1,1,0,3,6,73,0,29.0,0,0,4260.0,1
3,0,47570.0,3,67,1,20,0.0,2,31.0,3,2,2,2,7,76,2,121.0,0,1,4417.0,1
3,1,61923.0,94,92,4,18,3.0,3,6.0,1,2,1,4,3,64,2,126.0,0,1,4359.0,1
2,0,34824.0,65,4,2,11,2.0,0,4.0,1,1,0,2,6,30,0,23.0,0,0,4116.0,1
4,0,26518.0,33,20,1,28,3.0,3,2.0,3,2,0,3,8,76,2,57.0,0,1,4468.0,1
2,0,45938.0,46,273,11,178,62.0,81,29.0,2,8,4,6,6,64,0,636.0,0,0,4259.0,0
2,1,78468.0,29,434,22,388,104.0,22,34.0,1,10,7,10,4,65,0,1004.0,1,0,4102.0,0
2,0,78901.0,99,321,11,309,33.0,26,34.0,3,9,3,5,4,52,1,734.0,0,1,4306.0,2
2,1,71427.0,26,212,81,177,15.0,64,23.0,2,8,2,8,4,47,2,614.0,0,1,4130.0,2
2,0,71022.0,30,909,12,278,0.0,12,126.5,3,5,2,11,8,47,1,1453.0,1,1,4159.0,2
3,0,90247.0,27,1184,32,352,21.0,16,16.0,1,3,4,7,1,37,0,1621.0,3,0,4082.0,0
3,0,41335.0,24,112,19,21,16.0,14,5.0,3,4,1,4,7,57,1,187.0,0,1,4206.0,1
2,1,71952.0,93,656,80,455,52.0,81,93.0,2,8,4,8,4,39,1,1443.0,2,1,4556.0,0
4,0,35682.0,34,23,0,8,6.0,2,18.0,1,1,1,3,2,55,1,57.0,0,1,4023.0,1
2,0,43185.0,88,537,6,42,16.0,6,30.0,2,9,3,6,8,74,1,637.0,0,1,4466.0,2
4,1,66375.0,96,712,0,45,0.0,0,126.5,3,2,4,5,7,77,1,948.0,1,1,4241.0,2
3,1,35178.0,10,23,1,13,2.0,2,18.0,1,1,1,2,7,54,1,59.0,1,1,4556.0,1
2,1,25252.0,26,1,3,4,2.0,2,6.0,1,1,0,2,8,39,1,18.0,0,1,4373.0,1
3,0,55250.0,49,664,58,83,32.0,0,66.0,4,7,5,10,5,60,1,903.0,0,1,4637.0,2
2,0,33249.0,11,6,10,21,19.0,14,42.0,2,2,1,3,6,50,1,112.0,0,1,4515.0,1
2,1,58398.0,44,299,5,201,21.0,21,49.0,3,5,4,8,4,72,0,596.0,0,0,4432.0,0
2,1,50272.0,75,99,13,66,43.0,8,4.0,3,4,1,5,7,43,1,233.0,0,1,4347.0,1
4,1,76618.0,64,749,40,294,120.5,81,126.5,1,3,2,5,1,50,0,1511.0,0,0,4590.0,0
1,0,87305.0,19,345,25,501,63.0,81,80.0,1,5,3,8,2,65,0,1152.0,1,0,4665.0,0
2,1,25851.0,45,9,4,18,7.0,5,5.0,2,2,0,3,7,47,1,48.0,0,1,4524.0,1
2,0,58710.0,77,440,81,368,0.0,81,126.5,6,11,5,9,6,55,1,1185.0,0,1,4476.0,2
2,0,45160.0,9,8,2,5,3.0,0,3.0,1,1,0,2,7,67,2,21.0,0,1,4113.0,1
3,1,74806.0,1,670,9,249,0.0,28,9.0,2,5,4,5,4,60,1,965.0,0,1,4578.0,2
2,1,59111.0,90,524,0,134,28.0,28,126.5,1,11,1,8,7,71,0,869.0,0,0,4444.0,2
4,1,18988.0,43,6,0,6,2.0,1,1.0,2,1,0,3,7,41,1,16.0,0,1,4058.0,1
2,1,72190.0,79,597,81,556,120.5,81,126.5,1,5,6,4,3,60,0,1947.0,0,0,4522.0,0
2,1,7500.0,19,7,0,12,13.0,7,32.0,5,4,1,2,9,49,1,71.0,1,1,4718.0,1
2,1,44794.0,99,54,0,7,0.0,0,4.0,1,2,0,3,6,59,1,65.0,0,1,4042.0,1
2,1,80395.0,62,445,25,556,80.0,76,48.0,1,6,5,12,2,70,0,1380.0,1,0,4239.0,0
3,0,75012.0,41,294,81,218,120.5,58,126.5,1,3,8,11,1,49,0,1027.0,0,0,4176.0,0
3,1,56962.0,60,292,3,77,10.0,3,26.0,7,6,3,5,7,60,3,411.0,0,1,4282.0,2
2,1,89891.0,17,412,22,132,59.0,28,126.5,1,11,6,8,4,34,0,836.0,1,0,4461.0,0
4,0,35946.0,24,8,0,3,0.0,0,0.0,1,0,0,3,5,76,2,11.0,0,1,4296.0,1
4,1,53593.0,60,349,4,78,6.0,0,43.0,8,7,2,6,8,72,2,480.0,0,1,4712.0,2
2,1,66373.0,57,328,9,124,12.0,24,109.0,7,4,2,10,3,47,2,606.0,0,1,4403.0,2
4,0,45072.0,74,144,2,99,7.0,2,30.0,5,6,1,4,8,77,3,284.0,0,1,4277.0,2
2,0,89694.0,22,1126,28,211,37.0,28,42.0,3,4,3,4,5,52,2,1472.0,3,1,4284.0,2
2,1,72025.0,46,967,0,556,43.0,50,0.0,1,4,8,13,2,76,0,1677.0,3,0,4082.0,0
